Transaction_ID,Timestamp,Amount,Sender_ID,Receiver_ID,Transaction_Type,Merchant_Type,Device_ID,Location,Is_Fraud,Fraud_Type,Fraud_Probability,Status
UPI_1757274115_546,2025-09-08T01:11:55.297751,15415,user8310@upi,Merchant_201@upi,UPI,Food,Device_5632,"23.0268, 72.5647",False,-,0.0642551450431426,COMPLETED
UPI_1757281458_629,2025-09-08T03:14:18.297751,3298,user6522@upi,Merchant_167@upi,UPI,Travel,Device_6489,"12.9774, 77.5911",False,-,0.2948506216317121,COMPLETED
UPI_1757288764_392,2025-09-08T05:16:04.297751,639,user8180@upi,Merchant_723@upi,UPI,Food,Device_7805,"13.0784, 80.2674",False,-,0.4284795889430145,COMPLETED
UPI_1757294649_23,2025-09-08T06:54:09.297751,11312,user7270@upi,Merchant_244@upi,UPI,Entertainment,Device_8492,"12.9677, 77.5870",False,-,0.14544614148919616,COMPLETED
UPI_1757301939_502,2025-09-08T08:55:39.297751,838,user3855@upi,Merchant_426@upi,UPI,Travel,Device_8164,"23.0199, 72.5740",False,-,0.465444624236463,COMPLETED
UPI_1757311684_273,2025-09-08T11:38:04.297751,4511,user5175@upi,Merchant_852@upi,UPI,Online_Retail,Device_3679,"28.6105, 77.2105",False,-,0.20671272108484354,COMPLETED
Card_1757329603_320,2025-09-08T16:36:43.297751,45,357905******7346,Test_Merchant_6@card,Card,Unknown,Device_5354,"19.0760, 72.8777",True,Card Testing,0.2137546465826637,COMPLETED
UPI_1757343841_912,2025-09-08T20:34:01.297751,9068,user2444@upi,Merchant_946@upi,UPI,Online_Retail,Device_6505,"17.3909, 78.4811",False,-,0.035493896205735447,COMPLETED
UPI_1757357357_359,2025-09-09T00:19:17.297751,4283,user2986@upi,Merchant_291@upi,UPI,Entertainment,Device_8776,"12.9799, 77.6007",False,-,0.05383508683932371,COMPLETED
UPI_1757361424_910,2025-09-09T01:27:04.297751,2174,user3776@upi,Merchant_782@upi,UPI,Online_Retail,Device_6310,"13.0784, 80.2806",False,-,0.3844285669398009,COMPLETED
Card_1757363327_626,2025-09-09T01:58:47.297751,3718,253727******7357,Merchant_622@card,Card,Utilities,Device_3402,"18.5287, 73.8547",False,-,0.24127418150710822,COMPLETED
Card_1757366091_995,2025-09-09T02:44:51.297751,617,607715******4156,Merchant_821@card,Card,Entertainment,Device_6915,"22.5785, 88.3586",False,-,0.08241291012176379,COMPLETED
UPI_1757372337_169,2025-09-09T04:28:57.297751,2587,user8565@upi,Merchant_571@upi,UPI,Entertainment,Device_7843,"17.3949, 78.4917",False,-,0.2307874381730141,COMPLETED
UPI_1757398331_504,2025-09-09T11:42:11.297751,2580,user9954@upi,Merchant_515@upi,UPI,Utilities,Device_1104,"17.3792, 78.4861",False,-,0.021319230340096532,COMPLETED
Card_1757408278_184,2025-09-09T14:27:58.297751,3967,413262******2777,Merchant_568@card,Card,Food,Device_2425,"28.6119, 77.2119",False,-,0.08961812519144444,COMPLETED
UPI_1757414591_225,2025-09-09T16:13:11.297751,14939,user7428@upi,Merchant_816@upi,UPI,Travel,Device_8485,"22.5665, 88.3652",False,-,0.04283090204334886,COMPLETED
UPI_1757463222_346,2025-09-10T05:43:42.297751,6968,user3588@upi,Merchant_827@upi,UPI,Food,Device_3103,"12.9690, 77.6019",False,-,0.2431735445901955,COMPLETED
UPI_1757474253_958,2025-09-10T08:47:33.297751,4660,user5185@upi,Merchant_797@upi,UPI,Food,Device_4247,"23.0246, 72.5653",False,-,0.08222179419165378,COMPLETED
UPI_1757477059_519,2025-09-10T09:34:19.297751,45,user1695@upi,Test_Merchant_33@upi,UPI,Unknown,Device_5220,"23.0225, 72.5714",True,Card Testing,0.14621808198064673,COMPLETED
Card_1757486438_785,2025-09-10T12:10:38.297751,37428,705559******9426,Merchant_125@card,Card,Unknown,Unknown_Device_45,"23.0225, 72.5714",True,Data Breach,0.8778929036592461,COMPLETED
Card_1757491021_844,2025-09-10T13:27:01.297751,17385,265451******1293,Merchant_492@card,Card,Food,Device_9243,"28.6066, 77.1990",False,-,0.13678807888874536,COMPLETED
UPI_1757495867_667,2025-09-10T14:47:47.297751,1876,user1186@upi,Merchant_865@upi,UPI,Utilities,Device_1587,"18.5106, 73.8489",False,-,0.3236974879732745,COMPLETED
UPI_1757514498_92,2025-09-10T19:58:18.297751,3549,user9622@upi,Merchant_552@upi,UPI,Travel,Device_4410,"19.0795, 72.8744",False,-,0.050488739491748244,COMPLETED
UPI_1757517296_670,2025-09-10T20:44:56.297751,2898,user7756@upi,Merchant_623@upi,UPI,Travel,Device_9329,"12.9724, 77.5936",False,-,0.06114107199815154,COMPLETED
UPI_1757520961_710,2025-09-10T21:46:01.297751,3510,user1996@upi,Merchant_906@upi,UPI,Entertainment,Device_7160,"17.3909, 78.4910",False,-,0.08092688649104768,COMPLETED
UPI_1757571872_412,2025-09-11T11:54:32.297751,12385,user9045@upi,Suspicious_55@upi,UPI,Unknown,Device_8366,"13.0827, 80.2707",True,Phishing Scam,0.9124196214256843,COMPLETED
UPI_1757581888_759,2025-09-11T14:41:28.297751,25749,user3941@upi,Merchant_545@upi,UPI,Travel,Device_7572,"18.5179, 73.8471",False,-,0.031787467286066316,COMPLETED
UPI_1757585022_569,2025-09-11T15:33:42.297751,916,user8297@upi,Merchant_886@upi,UPI,Online_Retail,Device_7631,"18.5179, 73.8581",False,-,0.07529791897777671,COMPLETED
UPI_1757587622_326,2025-09-11T16:17:02.297751,1499,user6671@upi,Merchant_954@upi,UPI,Utilities,Device_3466,"19.0780, 72.8839",False,-,0.07565833269383351,COMPLETED
UPI_1757596368_814,2025-09-11T18:42:48.297751,74513,user4959@upi,Merchant_658@upi,UPI,Travel,Device_2037,"19.0702, 72.8782",False,-,0.40086803146654115,COMPLETED
Card_1757600076_381,2025-09-11T19:44:36.297751,20294,149046******4036,Merchant_482@card,Card,Entertainment,Device_8370,"22.5678, 88.3687",False,-,0.30039402498248746,COMPLETED
Card_1757609163_567,2025-09-11T22:16:03.297751,2429,183865******5574,Merchant_475@card,Card,Utilities,Device_9580,"19.0802, 72.8876",False,-,0.04008628516007023,COMPLETED
UPI_1757611366_202,2025-09-11T22:52:46.297751,4079,user2121@upi,Merchant_362@upi,UPI,Utilities,Device_2435,"13.0763, 80.2679",False,-,0.24293209050188108,COMPLETED
UPI_1757621080_100,2025-09-12T01:34:40.297751,1939,user7565@upi,Merchant_647@upi,UPI,Online_Retail,Device_3331,"19.0840, 72.8743",False,-,0.3321739520784415,COMPLETED
UPI_1757627190_879,2025-09-12T03:16:30.297751,20493,user2121@upi,Merchant_408@upi,UPI,Utilities,Device_2435,"13.0736, 80.2806",False,-,0.10346626901184638,COMPLETED
UPI_1757631322_493,2025-09-12T04:25:22.297751,2206,user2516@upi,Merchant_243@upi,UPI,Food,Device_3879,"12.9741, 77.5938",False,-,0.22282026785057732,COMPLETED
UPI_1757631411_487,2025-09-12T04:26:51.297751,24302,user1212@upi,Suspicious_34@upi,UPI,Unknown,Device_1448,"22.5726, 88.3639",True,Phishing Scam,0.36030491648058105,COMPLETED
Card_1757640476_437,2025-09-12T06:57:56.297751,824,504606******2692,Merchant_139@card,Card,Online_Retail,Device_9550,"22.5759, 88.3557",False,-,0.32544672118535206,COMPLETED
Card_1757642636_390,2025-09-12T07:33:56.297751,1287,808333******3285,Merchant_496@card,Card,Utilities,Device_7434,"12.9799, 77.5900",False,-,0.25483336390988676,COMPLETED
UPI_1757667480_369,2025-09-12T14:28:00.297751,7522,user1102@upi,Merchant_765@upi,UPI,Entertainment,Device_7265,"18.5147, 73.8496",False,-,0.25216367143354923,COMPLETED
UPI_1757688906_961,2025-09-12T20:25:06.297751,4072,user7292@upi,Merchant_891@upi,UPI,Food,Device_1959,"17.3821, 78.4900",False,-,0.02952008827662357,COMPLETED
Card_1757702731_536,2025-09-13T00:15:31.297751,755,596908******4813,Merchant_668@card,Card,Utilities,Device_9771,"22.5753, 88.3677",False,-,0.015911479457443374,COMPLETED
UPI_1757704586_272,2025-09-13T00:46:26.297751,2436,user8878@upi,Merchant_511@upi,UPI,Travel,Device_9651,"13.0800, 80.2653",False,-,0.13750102362299146,COMPLETED
UPI_1757710901_267,2025-09-13T02:31:41.297751,3456,user3048@upi,Merchant_406@upi,UPI,Travel,Device_1323,"17.3824, 78.4952",False,-,0.29796508237284525,COMPLETED
UPI_1757716936_585,2025-09-13T04:12:16.297751,8519,user1133@upi,Merchant_645@upi,UPI,Online_Retail,Device_2630,"19.0834, 72.8816",False,-,0.118511415306094,COMPLETED
UPI_1757732769_766,2025-09-13T08:36:09.297751,6747,user2479@upi,Merchant_401@upi,UPI,Travel,Device_1375,"18.5108, 73.8538",False,-,0.3368169874446279,COMPLETED
Card_1757734173_121,2025-09-13T08:59:33.297751,1660,311557******8237,Merchant_847@card,Card,Food,Device_5541,"17.3914, 78.4767",False,-,0.3338985679555336,COMPLETED
Card_1757735610_678,2025-09-13T09:23:30.297751,12192,892517******7162,Merchant_488@card,Card,Utilities,Device_1285,"13.0925, 80.2645",False,-,0.23088971697899754,COMPLETED
UPI_1757737533_151,2025-09-13T09:55:33.297751,3009,user9501@upi,Merchant_522@upi,UPI,Travel,Device_8832,"17.3854, 78.4860",False,-,0.2933627879610115,COMPLETED
UPI_1757737682_237,2025-09-13T09:58:02.297751,166,user2911@upi,Merchant_265@upi,UPI,Online_Retail,Device_1387,"12.9685, 77.5964",False,-,0.22671071925772002,COMPLETED
UPI_1757753812_119,2025-09-13T14:26:52.297751,2014,user1903@upi,Merchant_533@upi,UPI,Utilities,Device_4671,"23.0129, 72.5619",False,-,0.228646987947121,COMPLETED
Netbanking_1757761815_161,2025-09-13T16:40:15.297751,2482,ACC_57931,Merchant_446@netbanking,Netbanking,Entertainment,Device_3871,"19.0803, 72.8707",False,-,0.22024045609797335,COMPLETED
UPI_1757772210_9,2025-09-13T19:33:30.297751,2191,user4234@upi,Merchant_523@upi,UPI,Online_Retail,Device_6366,"28.6066, 77.2002",False,-,0.1917554999628034,COMPLETED
UPI_1757773094_830,2025-09-13T19:48:14.297751,4047,user7428@upi,Merchant_608@upi,UPI,Utilities,Device_8485,"22.5799, 88.3662",False,-,0.0768457147799693,COMPLETED
UPI_1757773299_600,2025-09-13T19:51:39.297751,9829,user1583@upi,Merchant_598@upi,UPI,Unknown,Device_6969,"19.0760, 72.8777",True,Unusual Location,0.6516653098895469,COMPLETED
UPI_1757784181_736,2025-09-13T22:53:01.297751,1246,user8042@upi,Merchant_759@upi,UPI,Travel,Device_2349,"12.9665, 77.5980",False,-,0.1673479786553064,COMPLETED
Card_1757788208_716,2025-09-14T00:00:08.297751,4840,397653******3278,Merchant_727@card,Card,Entertainment,Device_2013,"28.6216, 77.2091",False,-,0.12253077776946082,COMPLETED
UPI_1757799748_731,2025-09-14T03:12:28.297751,7897,user7038@upi,Merchant_233@upi,UPI,Food,Device_9127,"12.9647, 77.6004",False,-,0.2550325997308076,COMPLETED
UPI_1757800592_889,2025-09-14T03:26:32.297751,16791,user8998@upi,Merchant_404@upi,UPI,Food,Device_3563,"28.6195, 77.2135",False,-,0.2017132866411463,COMPLETED
Card_1757801844_455,2025-09-14T03:47:24.297751,8417,852946******2625,Merchant_305@card,Card,Online_Retail,Device_8403,"17.3823, 78.4911",False,-,0.31946833959505744,COMPLETED
UPI_1757804300_29,2025-09-14T04:28:20.297751,3989,user1051@upi,Merchant_724@upi,UPI,Utilities,Device_8654,"13.0751, 80.2742",False,-,0.16434861434233985,COMPLETED
Card_1757805390_942,2025-09-14T04:46:30.297751,14966,932089******1518,Merchant_174@card,Card,Entertainment,Device_4860,"18.5258, 73.8581",False,-,0.028880377663513826,COMPLETED
UPI_1757806357_562,2025-09-14T05:02:37.297751,2422,user4936@upi,Merchant_272@upi,UPI,Utilities,Device_4179,"23.0204, 72.5621",False,-,0.3346771590082582,COMPLETED
UPI_1757807358_382,2025-09-14T05:19:18.297751,4660,user2101@upi,Merchant_461@upi,UPI,Utilities,Device_8330,"22.5776, 88.3547",False,-,0.36502830070683123,COMPLETED
Card_1757818331_941,2025-09-14T08:22:11.297751,24278,165757******3813,Merchant_791@card,Card,Online_Retail,Device_3285,"23.0246, 72.5620",False,-,0.5304182011493904,COMPLETED
UPI_1757837330_685,2025-09-14T13:38:50.297751,3666,user9737@upi,Merchant_224@upi,UPI,Entertainment,Device_4986,"18.5105, 73.8634",False,-,0.16627513445365902,COMPLETED
Card_1757846315_614,2025-09-14T16:08:35.297751,4816,370372******4691,Merchant_522@card,Card,Travel,Device_5627,"17.3897, 78.4833",False,-,0.0957191292987059,COMPLETED
UPI_1757866570_95,2025-09-14T21:46:10.297751,2740,user1047@upi,Merchant_768@upi,UPI,Online_Retail,Device_4854,"28.6232, 77.2158",False,-,0.045465912006067206,COMPLETED
UPI_1757869564_845,2025-09-14T22:36:04.297751,1432,user5584@upi,Merchant_484@upi,UPI,Travel,Device_4386,"19.0730, 72.8779",False,-,0.17164858163287894,COMPLETED
UPI_1757873987_751,2025-09-14T23:49:47.297751,19575,user7369@upi,Merchant_785@upi,UPI,Entertainment,Device_5182,"12.9725, 77.5873",False,-,0.22351161625462054,COMPLETED
UPI_1757877194_478,2025-09-15T00:43:14.297751,13165,user2143@upi,Merchant_573@upi,UPI,Food,Device_9717,"12.9714, 77.5920",False,-,0.04761249580641736,COMPLETED
UPI_1757900091_305,2025-09-15T07:04:51.297751,575,user9302@upi,Merchant_589@upi,UPI,Utilities,Device_5838,"23.0314, 72.5713",False,-,0.05921893445919506,COMPLETED
Card_1757909220_47,2025-09-15T09:37:00.297751,12327,652180******1272,Merchant_629@card,Card,Utilities,Device_2157,"23.0223, 72.5749",False,-,0.2786422065278598,COMPLETED
UPI_1757914157_8,2025-09-15T10:59:17.297751,3343,user5685@upi,Merchant_216@upi,UPI,Utilities,Device_9098,"17.3908, 78.4853",False,-,0.05776447122197112,COMPLETED
Card_1757929976_623,2025-09-15T15:22:56.297751,4252,103390******1439,Merchant_557@card,Card,Food,Device_1561,"17.3766, 78.4900",False,-,0.08930784286528995,COMPLETED
UPI_1757933781_283,2025-09-15T16:26:21.297751,85884,user1264@upi,Merchant_492@upi,UPI,Travel,Device_1461,"28.6047, 77.2167",False,-,0.19791349508501524,COMPLETED
Card_1757936962_791,2025-09-15T17:19:22.297751,72637,299521******9187,Merchant_934@card,Card,Entertainment,Device_5756,"18.5174, 73.8602",False,-,0.2950311343232863,COMPLETED
Card_1757940637_195,2025-09-15T18:20:37.297751,3769,132074******7410,Merchant_920@card,Card,Utilities,Device_1875,"23.0232, 72.5751",False,-,0.1669966089621728,COMPLETED
UPI_1757941026_175,2025-09-15T18:27:06.297751,4613,user7339@upi,Merchant_146@upi,UPI,Online_Retail,Device_1215,"23.0168, 72.5655",False,-,0.03754287745155689,COMPLETED
UPI_1757943467_200,2025-09-15T19:07:47.297751,11412,user4398@upi,Merchant_902@upi,UPI,Travel,Device_9973,"18.5142, 73.8639",False,-,0.12823519540362416,COMPLETED
UPI_1757971745_927,2025-09-16T02:59:05.297751,2185,user6599@upi,Merchant_854@upi,UPI,Online_Retail,Device_7136,"19.0821, 72.8854",False,-,0.2184244410403105,COMPLETED
UPI_1757976643_694,2025-09-16T04:20:43.297751,6407,user3173@upi,Merchant_319@upi,UPI,Utilities,Device_4955,"22.5669, 88.3546",False,-,0.1872024248359596,COMPLETED
Card_1757983360_43,2025-09-16T06:12:40.297751,3846,539724******1472,Merchant_898@card,Card,Travel,Device_6374,"19.0835, 72.8783",False,-,0.17886490671229371,COMPLETED
UPI_1757984836_805,2025-09-16T06:37:16.297751,49,user4467@upi,Test_Merchant_49@upi,UPI,Unknown,Device_6633,"13.0827, 80.2707",True,Card Testing,0.7434837930263241,COMPLETED
UPI_1757995289_2,2025-09-16T09:31:29.297751,4304,user9741@upi,Merchant_827@upi,UPI,Entertainment,Device_3790,"28.6200, 77.2015",False,-,0.0832856059377348,COMPLETED
UPI_1758017046_234,2025-09-16T15:34:06.297751,4231,user7270@upi,Merchant_124@upi,UPI,Entertainment,Device_8492,"12.9620, 77.5870",False,-,0.07489938150486672,COMPLETED
UPI_1758029641_400,2025-09-16T19:04:01.297751,2666,user2433@upi,Merchant_764@upi,UPI,Travel,Device_2999,"17.3754, 78.4918",False,-,0.013101961813770487,COMPLETED
Netbanking_1758041050_854,2025-09-16T22:14:10.297751,3075,ACC_15761,Merchant_215@netbanking,Netbanking,Entertainment,Device_5710,"23.0137, 72.5689",False,-,0.05669407715943903,COMPLETED
Card_1758047855_551,2025-09-17T00:07:35.297751,13053,735935******7587,Merchant_935@card,Card,Online_Retail,Device_6277,"17.3870, 78.4874",False,-,0.30670465859576784,COMPLETED
Card_1758051853_296,2025-09-17T01:14:13.297751,11495,488944******8917,Merchant_733@card,Card,Entertainment,Device_9127,"28.6130, 77.2120",False,-,0.22000720426260942,COMPLETED
UPI_1758079542_524,2025-09-17T08:55:42.297751,23625,user7292@upi,Merchant_480@upi,UPI,Entertainment,Device_1959,"17.3857, 78.4944",False,-,0.12399156245247908,COMPLETED
UPI_1758106256_760,2025-09-17T16:20:56.297751,9850,user5554@upi,Merchant_593@upi,UPI,Food,Device_6501,"19.0671, 72.8793",False,-,0.3280993378094956,COMPLETED
UPI_1758110433_711,2025-09-17T17:30:33.297751,1277,user5365@upi,Merchant_729@upi,UPI,Entertainment,Device_6624,"13.0808, 80.2751",False,-,0.09818586855405832,COMPLETED
UPI_1758115303_812,2025-09-17T18:51:43.297751,1977,user5417@upi,Merchant_641@upi,UPI,Food,Device_7903,"17.3788, 78.4811",False,-,0.22425618120772567,COMPLETED
UPI_1758118843_675,2025-09-17T19:50:43.297751,14313,user1487@upi,Merchant_135@upi,UPI,Utilities,Device_2140,"28.6220, 77.2001",False,-,0.25290637921053355,COMPLETED
Card_1758122468_943,2025-09-17T20:51:08.297751,990,796854******9797,Merchant_312@card,Card,Travel,Device_4843,"13.0841, 80.2715",False,-,0.2530285339135257,COMPLETED
UPI_1758161729_380,2025-09-18T07:45:29.297751,1835,user5517@upi,Merchant_241@upi,UPI,Travel,Device_4493,"17.3762, 78.4934",False,-,0.17404760892707594,COMPLETED
UPI_1758163942_500,2025-09-18T08:22:22.297751,2402,user5945@upi,Merchant_479@upi,UPI,Food,Device_4831,"18.5226, 73.8666",False,-,0.231813748288623,COMPLETED
UPI_1758164169_275,2025-09-18T08:26:09.297751,18095,user8007@upi,Merchant_972@upi,UPI,Travel,Device_1524,"23.0213, 72.5645",False,-,0.07964611158065737,COMPLETED
Card_1758168459_807,2025-09-18T09:37:39.297751,7566,542685******2217,Merchant_883@card,Card,Food,Device_5904,"18.5160, 73.8541",False,-,0.5332306268254315,COMPLETED
UPI_1758171895_398,2025-09-18T10:34:55.297751,71692,user5051@upi,Merchant_520@upi,UPI,Unknown,Unknown_Device_48,"18.5204, 73.8567",True,Data Breach,0.4812148095625194,COMPLETED
UPI_1758192076_620,2025-09-18T16:11:16.297751,77393,user1597@upi,Merchant_349@upi,UPI,Travel,Device_9017,"12.9718, 77.5910",False,-,0.08528334927786921,COMPLETED
Card_1758201471_25,2025-09-18T18:47:51.297751,2591,238793******9381,Merchant_130@card,Card,Travel,Device_7502,"13.0819, 80.2771",False,-,0.306470649501143,COMPLETED
UPI_1758224138_143,2025-09-19T01:05:38.297751,1590,user4703@upi,Merchant_821@upi,UPI,Utilities,Device_9401,"13.0888, 80.2792",False,-,0.16396759978090772,COMPLETED
UPI_1758231349_45,2025-09-19T03:05:49.297751,2490,user4654@upi,Merchant_620@upi,UPI,Food,Device_5888,"13.0893, 80.2782",False,-,0.11284407659523393,COMPLETED
UPI_1758234494_634,2025-09-19T03:58:14.297751,4209,user6238@upi,Merchant_712@upi,UPI,Food,Device_7574,"22.5707, 88.3631",False,-,0.07616937762978347,COMPLETED
UPI_1758245270_782,2025-09-19T06:57:50.297751,3729,user7429@upi,Merchant_828@upi,UPI,Utilities,Device_7855,"12.9656, 77.5857",False,-,0.0971041767687801,COMPLETED
Card_1758272017_749,2025-09-19T14:23:37.297751,3291,938468******2763,Merchant_926@card,Card,Utilities,Device_3890,"19.0753, 72.8789",False,-,0.39601573075789354,COMPLETED
UPI_1758277117_982,2025-09-19T15:48:37.297751,2192,user7243@upi,Merchant_941@upi,UPI,Travel,Device_3871,"19.0712, 72.8850",False,-,0.20799812920043015,COMPLETED
UPI_1758290306_242,2025-09-19T19:28:26.297751,3460,user4504@upi,Merchant_363@upi,UPI,Travel,Device_9870,"12.9670, 77.5848",False,-,0.2447638278798275,COMPLETED
UPI_1758292650_990,2025-09-19T20:07:30.297751,17397,user8731@upi,Merchant_920@upi,UPI,Entertainment,Device_4305,"23.0199, 72.5685",False,-,0.13580738738045514,COMPLETED
Card_1758296864_371,2025-09-19T21:17:44.297751,628,381735******1097,Merchant_887@card,Card,Food,Device_9344,"28.6086, 77.2022",False,-,0.14154027706589525,COMPLETED
UPI_1758298640_287,2025-09-19T21:47:20.297751,17275,user9302@upi,Merchant_295@upi,UPI,Travel,Device_5838,"23.0129, 72.5628",False,-,0.4463124888618931,COMPLETED
Card_1758301747_61,2025-09-19T22:39:07.297751,437,892408******7698,Merchant_229@card,Card,Entertainment,Device_5446,"12.9670, 77.5892",False,-,0.18821272554821847,COMPLETED
UPI_1758312068_333,2025-09-20T01:31:08.297751,819,user1371@upi,Merchant_531@upi,UPI,Entertainment,Device_1178,"28.6092, 77.2028",False,-,0.22566863455068836,COMPLETED
Card_1758313520_510,2025-09-20T01:55:20.297751,899,855560******7866,Merchant_910@card,Card,Entertainment,Device_5230,"13.0787, 80.2656",False,-,0.34249273031458316,COMPLETED
UPI_1758314298_833,2025-09-20T02:08:18.297751,23613,user9835@upi,Merchant_500@upi,UPI,Online_Retail,Device_4007,"18.5125, 73.8581",False,-,0.12218946677079635,COMPLETED
UPI_1758317001_67,2025-09-20T02:53:21.297751,4802,user6370@upi,Merchant_451@upi,UPI,Food,Device_3818,"23.0254, 72.5792",False,-,0.26755759371087706,COMPLETED
UPI_1758319804_689,2025-09-20T03:40:04.297751,2196,user5802@upi,Merchant_675@upi,UPI,Online_Retail,Device_2301,"12.9794, 77.6038",False,-,0.27119613747394433,COMPLETED
Card_1758328515_765,2025-09-20T06:05:15.297751,2196,607715******4156,Merchant_693@card,Card,Entertainment,Device_6915,"22.5779, 88.3580",False,-,0.1488453455746976,COMPLETED
UPI_1758351421_434,2025-09-20T12:27:01.297751,95296,user2202@upi,Merchant_617@upi,UPI,Online_Retail,Device_9274,"23.0160, 72.5754",False,-,0.31516773396313924,COMPLETED
Card_1758356475_323,2025-09-20T13:51:15.297751,16880,152678******7630,Merchant_915@card,Card,Travel,Device_7869,"23.0271, 72.5772",False,-,0.3330729564800076,COMPLETED
Card_1758363327_211,2025-09-20T15:45:27.297751,1114,741819******1232,Merchant_329@card,Card,Online_Retail,Device_2435,"13.0745, 80.2790",False,-,0.1075277659534437,COMPLETED
UPI_1758370802_688,2025-09-20T17:50:02.297751,2324,user7241@upi,Merchant_180@upi,UPI,Food,Device_1131,"18.5153, 73.8630",False,-,0.15408320907723225,COMPLETED
UPI_1758382094_489,2025-09-20T20:58:14.297751,764,user7428@upi,Merchant_725@upi,UPI,Utilities,Device_8485,"22.5645, 88.3540",False,-,0.014274415012134325,COMPLETED
Card_1758395101_115,2025-09-21T00:35:01.297751,20659,328910******3894,Merchant_478@card,Card,Online_Retail,Device_4031,"28.6045, 77.2141",False,-,0.01635632983938308,COMPLETED
Card_1758412741_33,2025-09-21T05:29:01.297751,14229,770503******2408,Merchant_993@card,Card,Online_Retail,Device_6689,"19.0805, 72.8809",False,-,0.2586491060707186,COMPLETED
Card_1758418849_191,2025-09-21T07:10:49.297751,1148,567214******3841,Merchant_103@card,Card,Food,Device_7653,"22.5800, 88.3619",False,-,0.024417704660510534,COMPLETED
Card_1758422160_570,2025-09-21T08:06:00.297751,2804,596908******4813,Merchant_873@card,Card,Online_Retail,Device_9771,"22.5766, 88.3608",False,-,0.29313243171258185,COMPLETED
Card_1758450205_21,2025-09-21T15:53:25.297751,658,434155******9685,Merchant_555@card,Card,Food,Device_5544,"18.5157, 73.8606",False,-,0.09267408141677921,COMPLETED
Card_1758461966_877,2025-09-21T19:09:26.297751,1407,498543******3924,Merchant_221@card,Card,Food,Device_9567,"17.3930, 78.4838",False,-,0.2874032319879585,COMPLETED
UPI_1758478061_188,2025-09-21T23:37:41.297751,3914,user1549@upi,Merchant_287@upi,UPI,Travel,Device_1548,"12.9790, 77.5858",False,-,0.20130732757595507,COMPLETED
UPI_1758478605_391,2025-09-21T23:46:45.297751,3391,user5218@upi,Merchant_185@upi,UPI,Entertainment,Device_5532,"12.9763, 77.5955",False,-,0.10669334198652602,COMPLETED
UPI_1758488072_406,2025-09-22T02:24:32.297751,442,user6983@upi,Merchant_143@upi,UPI,Travel,Device_3490,"22.5711, 88.3652",False,-,0.30147234603957457,COMPLETED
UPI_1758494993_378,2025-09-22T04:19:53.297751,1611,user8331@upi,Merchant_182@upi,UPI,Food,Device_6315,"12.9730, 77.5976",False,-,0.16119820195303627,COMPLETED
Card_1758500004_338,2025-09-22T05:43:24.297751,902,591210******4378,Merchant_403@card,Card,Entertainment,Device_4324,"12.9679, 77.5881",False,-,0.15494859534207722,COMPLETED
UPI_1758511748_172,2025-09-22T08:59:08.297751,2133,user1402@upi,Merchant_652@upi,UPI,Utilities,Device_5109,"18.5301, 73.8650",False,-,0.5091825500667991,COMPLETED
UPI_1758514769_923,2025-09-22T09:49:29.297751,2736,user2413@upi,Merchant_701@upi,UPI,Travel,Device_1292,"18.5215, 73.8626",False,-,0.14093264231829525,COMPLETED
UPI_1758538007_636,2025-09-22T16:16:47.297751,1472,user1013@upi,Merchant_336@upi,UPI,Online_Retail,Device_3370,"18.5222, 73.8571",False,-,0.1356607999132442,COMPLETED
Netbanking_1758540035_0,2025-09-22T16:50:35.297751,3151,ACC_56060,Merchant_365@netbanking,Netbanking,Utilities,Device_1023,"13.0888, 80.2753",False,-,0.24365575542160317,COMPLETED
UPI_1758541881_440,2025-09-22T17:21:21.297751,2427,user1342@upi,Merchant_181@upi,UPI,Utilities,Device_5278,"28.6224, 77.2029",False,-,0.05366997581230281,COMPLETED
UPI_1758549801_383,2025-09-22T19:33:21.297751,23210,user6987@upi,Merchant_253@upi,UPI,Travel,Device_7781,"17.3943, 78.4964",False,-,0.08492926535852191,COMPLETED
UPI_1758551530_120,2025-09-22T20:02:10.297751,12064,user6275@upi,Merchant_169@upi,UPI,Travel,Device_6150,"13.0747, 80.2692",False,-,0.21320681528573635,COMPLETED
UPI_1758575559_116,2025-09-23T02:42:39.297751,13638,user7959@upi,Merchant_779@upi,UPI,Entertainment,Device_4619,"23.0229, 72.5798",False,-,0.2169318386946654,COMPLETED
UPI_1758586522_608,2025-09-23T05:45:22.297751,8106,user3303@upi,Merchant_133@upi,UPI,Entertainment,Device_3518,"23.0268, 72.5814",False,-,0.1464900529539536,COMPLETED
Card_1758588328_342,2025-09-23T06:15:28.297751,6170,904154******9679,Merchant_547@card,Card,Food,Device_4271,"17.3758, 78.4825",False,-,0.018848891237711995,COMPLETED
UPI_1758593938_295,2025-09-23T07:48:58.297751,15397,user2172@upi,Merchant_196@upi,UPI,Online_Retail,Device_8492,"18.5163, 73.8567",False,-,0.31728301365005646,COMPLETED
Card_1758602527_929,2025-09-23T10:12:07.297751,464,138217******2420,Merchant_878@card,Card,Food,Device_6559,"13.0820, 80.2669",False,-,0.016738230864810504,COMPLETED
Card_1758605097_838,2025-09-23T10:54:57.297751,3353,855530******8903,Merchant_360@card,Card,Travel,Device_8432,"12.9757, 77.5928",False,-,0.10445245647940225,COMPLETED
